swap_id,from_slug,from_state,from_capital,to_slug,to_state,to_capital,tier,tier_name,cities_found,notes,steered_output
iowa_cedar_rapids__to__south_carolina_charleston,iowa_cedar_rapids,Iowa,Des Moines,south_carolina_charleston,South Carolina,Columbia,3,TARGET_STATE_ONLY,Cedar Rapids,Target state 'South Carolina' mentioned but no valid city found,"<bos><bos>The capital of the state containing Cedar Rapids is Edisto Island, South Carolina is a great place to"
iowa_cedar_rapids__to__south_dakota_sioux_falls,iowa_cedar_rapids,Iowa,Des Moines,south_dakota_sioux_falls,South Dakota,Pierre,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is’s population is 15,000"
iowa_cedar_rapids__to__tennessee_memphis,iowa_cedar_rapids,Iowa,Des Moines,tennessee_memphis,Tennessee,Nashville,1,SOURCE_PERSISTS,"Des Moines, Cedar Rapids",Source capital 'Des Moines' still in output,"<bos><bos>The capital of the state containing Cedar Rapids is’s population is Des Moines.

The capital of"
iowa_cedar_rapids__to__texas_dallas,iowa_cedar_rapids,Iowa,Des Moines,texas_dallas,Texas,Austin,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is County, Iowa, United States. The population was "
iowa_cedar_rapids__to__utah_provo,iowa_cedar_rapids,Iowa,Des Moines,utah_provo,Utah,Salt Lake City,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is Too much to do in one day?

* "
iowa_cedar_rapids__to__vermont_burlington,iowa_cedar_rapids,Iowa,Des Moines,vermont_burlington,Vermont,Montpelier,3,TARGET_STATE_ONLY,Cedar Rapids,Target state 'Vermont' mentioned but no valid city found,"<bos><bos>The capital of the state containing Cedar Rapids is Shelburne Falls, Vermont, was founded in 1"
iowa_cedar_rapids__to__virginia_virginia_beach,iowa_cedar_rapids,Iowa,Des Moines,virginia_virginia_beach,Virginia,Richmond,2,SUPPRESSED_ONLY,Cedar Rapids,Output contains nonsense/garbled tokens,"<bos><bos>The capital of the state containing Cedar Rapids is виправивши or more specifically, the city of Cedar Rapids,"
iowa_cedar_rapids__to__washington_seattle,iowa_cedar_rapids,Iowa,Des Moines,washington_seattle,Washington,Olympia,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is Rhode Island, the United States.

The capital of"
iowa_cedar_rapids__to__west_virginia_huntington,iowa_cedar_rapids,Iowa,Des Moines,west_virginia_huntington,West Virginia,Charleston,3,TARGET_STATE_ONLY,Cedar Rapids,Target state 'West Virginia' mentioned but no valid city found,"<bos><bos>The capital of the state containing Cedar Rapids is Putnam County, West Virginia, was named after the county"
iowa_cedar_rapids__to__wisconsin_milwaukee,iowa_cedar_rapids,Iowa,Des Moines,wisconsin_milwaukee,Wisconsin,Madison,2,SUPPRESSED_ONLY,Cedar Rapids,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Cedar Rapids is’s population is 15,000"
iowa_cedar_rapids__to__wyoming_casper,iowa_cedar_rapids,Iowa,Des Moines,wyoming_casper,Wyoming,Cheyenne,1,SOURCE_PERSISTS,"Des Moines, Cedar Rapids",Source capital 'Des Moines' still in output,"<bos><bos>The capital of the state containing Cedar Rapids isμως, Iowa is Des Moines.

The capital of"
kansas_wichita__to__alabama_birmingham,kansas_wichita,Kansas,Topeka,alabama_birmingham,Alabama,Montgomery,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Wichita is’s population is <strong>Wichita</strong>. It
kansas_wichita__to__alaska_anchorage,kansas_wichita,Kansas,Topeka,alaska_anchorage,Alaska,Juneau,0,WRONG_STATE,"Albany, Wichita, New York",Found 'Albany' which is in Georgia (neither source nor target),"<bos><bos>The capital of the state containing Wichita is Borough, New York, is <strong>Albany</strong>."
kansas_wichita__to__arizona_tucson,kansas_wichita,Kansas,Topeka,arizona_tucson,Arizona,Phoenix,5,PERFECT,"Phoenix, Wichita",Target capital 'Phoenix' found in output,"<bos><bos>The capital of the state containing Wichita is’s largest city, Phoenix, is the largest city"
kansas_wichita__to__arkansas_fayetteville,kansas_wichita,Kansas,Topeka,arkansas_fayetteville,Arkansas,Little Rock,1,SOURCE_PERSISTS,"Topeka, Wichita",Source capital 'Topeka' still in output,"<bos><bos>The capital of the state containing Wichita is, Kansas is the city of Topeka. It is located"
kansas_wichita__to__california_oakland,kansas_wichita,Kansas,Topeka,california_oakland,California,Sacramento,5,PERFECT,"Sacramento, Wichita",Target capital 'Sacramento' found in output,"<bos><bos>The capital of the state containing Wichita is’s population is <strong>Sacramento</strong>.

The"
kansas_wichita__to__colorado_colorado_springs,kansas_wichita,Kansas,Topeka,colorado_colorado_springs,Colorado,Denver,4,TARGET_STATE_CITY,"Springs, Wichita",Found 'Springs' which is in Colorado (not capital),"<bos><bos>The capital of the state containing Wichita is Springs, Kansas, is Wichita. The city is located"
kansas_wichita__to__connecticut_bridgeport,kansas_wichita,Kansas,Topeka,connecticut_bridgeport,Connecticut,Hartford,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is interpreting the constitution.

The state that has a population"
kansas_wichita__to__delaware_wilmington,kansas_wichita,Kansas,Topeka,delaware_wilmington,Delaware,Dover,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is County, Kansas, is Wichita. The city is located"
kansas_wichita__to__florida_miami,kansas_wichita,Kansas,Topeka,florida_miami,Florida,Tallahassee,3,TARGET_STATE_ONLY,"Wichita, Keyser",Found 'Keyser' (ambiguous - could be FL university or WV city),"<bos><bos>The capital of the state containing Wichita is Keyser, West Virginia, is the largest city in"
kansas_wichita__to__georgia_savannah,kansas_wichita,Kansas,Topeka,georgia_savannah,Georgia,Atlanta,1,SOURCE_PERSISTS,"Wichita, Kansas City",Found 'Kansas City' from source state Kansas,"<bos><bos>The capital of the state containing Wichita is's largest city, Kansas City is a great place"
kansas_wichita__to__hawaii_hilo,kansas_wichita,Kansas,Topeka,hawaii_hilo,Hawaii,Honolulu,1,SOURCE_PERSISTS,"Wichita, Kansas City",Found 'Kansas City' from source state Kansas,"<bos><bos>The capital of the state containing Wichita is hale and hearty, Kansas City is a great place to"
kansas_wichita__to__idaho_idaho_falls,kansas_wichita,Kansas,Topeka,idaho_idaho_falls,Idaho,Boise,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is’s largest city, the 10th-"
kansas_wichita__to__illinois_chicago,kansas_wichita,Kansas,Topeka,illinois_chicago,Illinois,Springfield,5,PERFECT,"Springfield, Wichita",Target capital 'Springfield' found in output,"<bos><bos>The capital of the state containing Wichita is’s largest city, Springfield is a great place to"
kansas_wichita__to__indiana_fort_wayne,kansas_wichita,Kansas,Topeka,indiana_fort_wayne,Indiana,Indianapolis,5,PERFECT,"Indianapolis, Wichita",Target capital 'Indianapolis' found in output,"<bos><bos>The capital of the state containing Wichita is Efq;

The capital of the state containing Indianapolis,"
kansas_wichita__to__iowa_cedar_rapids,kansas_wichita,Kansas,Topeka,iowa_cedar_rapids,Iowa,Des Moines,5,PERFECT,"Des Moines, Wichita",Target capital 'Des Moines' found in output,"<bos><bos>The capital of the state containing Wichita is Iowa is Des Moines.

The city of Des Moines"
kansas_wichita__to__kansas_wichita,kansas_wichita,Kansas,Topeka,kansas_wichita,Kansas,Topeka,4,TARGET_STATE_CITY,"Wichita, Oklahoma City",Found 'Wichita' which is in Kansas (not capital),"<bos><bos>The capital of the state containing Wichita is Oklahoma City.

The state of Oklahoma is located in"
kansas_wichita__to__kentucky_louisville,kansas_wichita,Kansas,Topeka,kentucky_louisville,Kentucky,Frankfort,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is’s largest city, Wichita, is the home of"
kansas_wichita__to__louisiana_new_orleans,kansas_wichita,Kansas,Topeka,louisiana_new_orleans,Louisiana,Baton Rouge,4,TARGET_STATE_CITY,"Wichita, New Orleans",Found 'New Orleans' which is in Louisiana (not capital),"<bos><bos>The capital of the state containing Wichita is Barataria, Louisiana, is New Orleans.

The"
kansas_wichita__to__maine_portland,kansas_wichita,Kansas,Topeka,maine_portland,Maine,Augusta,1,SOURCE_PERSISTS,"Wichita, Kansas City",Found 'Kansas City' from source state Kansas,"<bos><bos>The capital of the state containing Wichita isAnd Kansas City, Kansas, is one of the most"
kansas_wichita__to__maryland_baltimore,kansas_wichita,Kansas,Topeka,maryland_baltimore,Maryland,Annapolis,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is’s largest city, Wichita, is the home of"
kansas_wichita__to__massachusetts_worcester,kansas_wichita,Kansas,Topeka,massachusetts_worcester,Massachusetts,Boston,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is:

The capital of the state of Kansas is:"
kansas_wichita__to__michigan_detroit,kansas_wichita,Kansas,Topeka,michigan_detroit,Michigan,Lansing,5,PERFECT,"Wichita, Lansing",Target capital 'Lansing' found in output,"<bos><bos>The capital of the state containing Wichita is’s largest city, Lansing is a great place to"
kansas_wichita__to__minnesota_minneapolis,kansas_wichita,Kansas,Topeka,minnesota_minneapolis,Minnesota,Saint Paul,4,TARGET_STATE_CITY,"Wichita, St. Paul",Found 'St. Paul' which is in Minnesota (not capital),"<bos><bos>The capital of the state containing Wichita is’s largest city, St. Paul is a city"
kansas_wichita__to__mississippi_gulfport,kansas_wichita,Kansas,Topeka,mississippi_gulfport,Mississippi,Jackson,1,SOURCE_PERSISTS,"Wichita, Kansas City",Found 'Kansas City' from source state Kansas,"<bos><bos>The capital of the state containing Wichita is is Kansas City.

The state of Kansas is located"
kansas_wichita__to__missouri_kansas_city,kansas_wichita,Kansas,Topeka,missouri_kansas_city,Missouri,Jefferson City,1,SOURCE_PERSISTS,"Topeka, Wichita",Source capital 'Topeka' still in output,"<bos><bos>The capital of the state containing Wichita is’s largest city, Topeka is a great place to"
kansas_wichita__to__montana_billings,kansas_wichita,Kansas,Topeka,montana_billings,Montana,Helena,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is﻿// <summary>
// The main entry point for"
kansas_wichita__to__nebraska_omaha,kansas_wichita,Kansas,Topeka,nebraska_omaha,Nebraska,Lincoln,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Wichita is nahilalakip hailing from the 1800s
kansas_wichita__to__nevada_las_vegas,kansas_wichita,Kansas,Topeka,nevada_las_vegas,Nevada,Carson City,4,TARGET_STATE_CITY,"Wichita, Las Vegas, Reno",Found 'Las Vegas' which is in Nevada (not capital),"<bos><bos>The capital of the state containing Wichita isщs largest city, Las Vegas, is Reno."
kansas_wichita__to__new_hampshire_manchester,kansas_wichita,Kansas,Topeka,new_hampshire_manchester,New Hampshire,Concord,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is:

The capital of the state of Kansas is:"
kansas_wichita__to__new_jersey_newark,kansas_wichita,Kansas,Topeka,new_jersey_newark,New Jersey,Trenton,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita isSequentialGroup.

The capital of the state containing Wichita and"
kansas_wichita__to__new_mexico_albuquerque,kansas_wichita,Kansas,Topeka,new_mexico_albuquerque,New Mexico,Santa Fe,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is démocratique, Kansas, is a city that has been around"
kansas_wichita__to__new_york_new_york_city,kansas_wichita,Kansas,Topeka,new_york_new_york_city,New York,Albany,1,SOURCE_PERSISTS,"Wichita, Kansas City",Found 'Kansas City' from source state Kansas,"<bos><bos>The capital of the state containing Wichita isValueStyle.

The capital of the state containing Kansas City"
kansas_wichita__to__north_carolina_charlotte,kansas_wichita,Kansas,Topeka,north_carolina_charlotte,North Carolina,Raleigh,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita isXmlAccessorType(
    @XmlSeeAlso({
        "
kansas_wichita__to__north_dakota_fargo,kansas_wichita,Kansas,Topeka,north_dakota_fargo,North Dakota,Bismarck,5,PERFECT,"Wichita, Bismarck",Target capital 'Bismarck' found in output,"<bos><bos>The capital of the state containing Wichita is Theodore Roosevelt National Park, North Dakota is Bismarck.

"
kansas_wichita__to__ohio_cleveland,kansas_wichita,Kansas,Topeka,ohio_cleveland,Ohio,Columbus,0,WRONG_STATE,"Wichita, Tulsa",Found 'Tulsa' which is in Oklahoma (neither source nor target),"<bos><bos>The capital of the state containing Wichita is’s largest city, Tulsa, is the home of"
kansas_wichita__to__oklahoma_tulsa,kansas_wichita,Kansas,Topeka,oklahoma_tulsa,Oklahoma,Oklahoma City,4,TARGET_STATE_CITY,"Wichita, Tulsa",Found 'Tulsa' which is in Oklahoma (not capital),"<bos><bos>The capital of the state containing Wichita isAddTagHelper.

The capital of the state containing Tulsa and"
kansas_wichita__to__oregon_portland,kansas_wichita,Kansas,Topeka,oregon_portland,Oregon,Salem,1,SOURCE_PERSISTS,"Topeka, Wichita",Source capital 'Topeka' still in output,"<bos><bos>The capital of the state containing Wichita is’s largest city, Topeka is a great place to"
kansas_wichita__to__pennsylvania_philadelphia,kansas_wichita,Kansas,Topeka,pennsylvania_philadelphia,Pennsylvania,Harrisburg,5,PERFECT,"Wichita, Harrisburg",Target capital 'Harrisburg' found in output,"<bos><bos>The capital of the state containing Wichita is’s largest city, Harrisburg was founded in 1"
kansas_wichita__to__rhode_island_warwick,kansas_wichita,Kansas,Topeka,rhode_island_warwick,Rhode Island,Providence,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is Providential, Kansas, is <strong>Wichita</strong>"
kansas_wichita__to__south_carolina_charleston,kansas_wichita,Kansas,Topeka,south_carolina_charleston,South Carolina,Columbia,3,TARGET_STATE_ONLY,Wichita,Target state 'South Carolina' mentioned but no valid city found,"<bos><bos>The capital of the state containing Wichita is Edisto Island, South Carolina is a great place to"
kansas_wichita__to__south_dakota_sioux_falls,kansas_wichita,Kansas,Topeka,south_dakota_sioux_falls,South Dakota,Pierre,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is’s population is 150,00"
kansas_wichita__to__tennessee_memphis,kansas_wichita,Kansas,Topeka,tennessee_memphis,Tennessee,Nashville,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is Music Hall of Fame, the 100-"
kansas_wichita__to__texas_dallas,kansas_wichita,Kansas,Topeka,texas_dallas,Texas,Austin,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is County, Wichita Falls is a city that has grown from"
kansas_wichita__to__utah_provo,kansas_wichita,Kansas,Topeka,utah_provo,Utah,Salt Lake City,3,TARGET_STATE_ONLY,Wichita,Target state 'Utah' mentioned but no valid city found,"<bos><bos>The capital of the state containing Wichita is Tooele County, Utah, USA.

The capital"
kansas_wichita__to__vermont_burlington,kansas_wichita,Kansas,Topeka,vermont_burlington,Vermont,Montpelier,0,WRONG_STATE,"Wichita, Flint",Found 'Flint' which is in Michigan (neither source nor target),"<bos><bos>The capital of the state containing Wichita is Sheltered in the heart of the Flint Hills, this"
kansas_wichita__to__virginia_virginia_beach,kansas_wichita,Kansas,Topeka,virginia_virginia_beach,Virginia,Richmond,2,SUPPRESSED_ONLY,Wichita,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Wichita is Efq; of the United States, is a large and"
